NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
080399001848	51.2	48.8	44.2	55.8	7	35158	43987	40086
080399001849	72.7	27.3	63.6	36.4	7	34253	43800	37725
080399001936	83.3	-1.0	83.3	-1.0	5	38968	-1	40322
080399001938	75.0	-1.0	0.0	100.0	15	-2	49137	49137
080399001941	-1.0	60.0	60.0	-1.0	7	35225	-1	40187
080399001973	48.0	52.0	44.0	56.0	11	35034	52756	44958
080399006161	20.8	79.2	-1.0	91.7	17	-1	53970	52084
080399006162	47.4	52.6	36.8	63.2	13	34028	50129	44197
080402000552	53.8	46.2	33.3	66.7	13	34441	44969	41460
080402000553	80.6	19.4	58.1	41.9	8	30554	42483	35556
080402000554	84.4	15.6	50.0	50.0	9	29248	41854	35551
080402001366	64.5	35.5	58.1	41.9	10	29259	45376	36018
080405000556	56.5	43.5	21.7	78.3	15	29005	40913	38324
080405000557	61.0	39.0	34.1	65.9	10	29397	37542	34761
080405000558	44.0	56.0	20.0	80.0	15	30397	40656	38604
080405000559	50.0	50.0	-1.0	92.9	13	-1	37142	36539
080405001281	70.0	30.0	26.7	73.3	11	28887	38961	36275
080405001610	66.7	33.3	37.0	63.0	11	28934	38369	34874
080405001611	75.0	-1.0	0.0	100.0	13	-2	36705	36705
080405006298	76.0	24.0	20.0	80.0	16	29332	40724	38446
080408000096	75.0	-1.0	87.5	-1.0	6	35643	-1	36681
080408000560	69.4	30.6	47.2	52.8	10	33135	46408	40140
080408000561	63.3	36.7	46.7	53.3	9	33179	46100	40070
080408000562	62.9	37.1	37.1	62.9	10	33546	44968	40726
080408000563	56.8	43.2	31.8	68.2	10	34861	44090	41153
080408000564	60.0	40.0	43.3	56.7	10	35513	44000	40322
080408000565	48.5	51.5	33.3	66.7	11	34818	46080	42326
080408000566	56.7	43.3	26.7	73.3	12	33025	46198	42685
080408000856	63.6	36.4	36.4	63.6	13	34992	48602	43653
080408001481	69.7	30.3	51.5	48.5	10	33944	47450	40492
080411000568	100.0	0.0	-1.0	-1.0	7	-1	-1	29478
080411001981	80.0	20.0	40.0	60.0	13	27856	35272	32305
080414000571	50.0	50.0	30.0	70.0	15	32533	42300	39370
080414000572	-1.0	75.0	-1.0	75.0	11	-1	38467	37225
080414001856	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
080420000575	50.0	50.0	33.3	66.7	13	32961	45989	41646
080420000576	61.9	38.1	33.3	66.7	12	30372	41344	37687
080420000577	61.1	38.9	38.9	61.1	12	32652	41906	38308
080420000578	60.9	39.1	30.4	69.6	13	32423	42455	39401
080420000579	35.7	64.3	21.4	78.6	14	33927	46222	43587
080420000580	64.9	35.1	32.4	67.6	13	31268	42667	38970
080423000581	42.9	57.1	71.4	28.6	4	40790	38490	40133
080423001298	46.2	53.8	84.6	-1.0	2	36785	-1	37163
080426000133	63.0	37.0	48.1	51.9	11	38636	51436	45273
080426000582	60.5	39.5	50.0	50.0	10	38896	50003	44450
080426000584	61.9	38.1	52.4	47.6	8	36515	46486	41264
080426000586	76.5	23.5	41.2	58.8	7	37376	42677	40494
080426000587	67.9	32.1	42.9	57.1	11	38859	50465	45491
080426000588	48.7	51.3	25.6	74.4	13	39399	52061	48815
080426000589	62.5	37.5	28.1	71.9	12	36310	48131	44807
080426000590	59.1	40.9	45.5	54.5	9	36718	47071	42365
080426001505	70.0	30.0	50.0	50.0	10	38357	43961	41159
080426001540	72.5	27.5	50.0	50.0	7	36292	45625	40958
080426001596	60.0	-1.0	-1.0	60.0	5	-1	44148	42314
080426001597	55.2	44.8	20.7	79.3	15	35619	52263	48819
080429000592	100.0	0.0	-1.0	90.9	16	-1	33440	32827
080429000593	69.2	30.8	0.0	100.0	14	-2	33121	33121
080432000594	40.0	60.0	-1.0	86.7	11	-1	41423	39997
080432000595	31.6	68.4	15.8	84.2	12	33706	42837	41396
080432000596	54.2	45.8	29.2	70.8	13	32839	43639	40489
080432001311	0.0	100.0	0.0	100.0	21	-2	50273	50273
080432001343	47.1	52.9	29.4	70.6	12	31484	44789	40876
080432001780	-1.0	-1.0	75.0	-1.0	5	28016	-1	30650
080435000205	46.9	53.1	18.8	81.3	16	29833	52808	48501
080435000597	52.9	47.1	-1.0	88.2	15	-1	47159	45408
080435000598	51.6	48.4	32.3	67.7	13	31811	49681	43916
080435000599	28.6	71.4	-1.0	85.7	20	-1	50381	48023
080435000600	54.4	45.6	20.6	79.4	12	31484	45684	42760
080435000601	46.9	53.1	21.9	78.1	14	33876	47424	44460
080435000602	51.5	48.5	27.3	72.7	13	30953	46133	41993
080435000603	69.2	30.8	-1.0	92.3	14	-1	44919	43915
080435000605	50.0	50.0	16.7	83.3	13	33140	46224	44043
080435000608	51.2	48.8	23.3	76.7	14	30444	48414	44235
080435000609	35.5	64.5	15.8	84.2	15	32802	48005	45605
080435000610	40.9	59.1	13.6	86.4	16	30031	48969	46387
080435000611	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
080435000612	52.5	47.5	15.0	85.0	15	31884	47416	45086
080435000613	46.7	53.3	-1.0	93.3	15	-1	47169	46076
080435000614	50.0	50.0	-1.0	88.9	16	-1	47743	46040
080435000615	50.0	50.0	16.7	83.3	17	33382	47950	45522
080435000616	46.2	53.8	26.9	73.1	14	32504	48803	44415
080435000618	52.6	47.4	26.3	73.7	15	34373	50959	46595
080435000619	51.5	48.5	-1.0	97.0	17	-1	46717	46267
080435000620	53.3	44.4	20.0	80.0	13	30238	46587	43317
080435000621	47.6	52.4	28.6	71.4	13	30372	49052	43715
080435000623	30.8	69.2	0.0	100.0	19	-2	54386	54386
080435000624	50.0	50.0	40.0	60.0	12	32600	51177	43746
080435000625	51.4	48.6	17.1	82.9	16	33321	48244	45686
080435000626	38.9	61.1	22.2	77.8	15	33002	49418	45770
080435000627	38.1	61.9	0.0	100.0	20	-2	52961	52961
080435000629	38.5	61.5	23.1	76.9	14	32214	46469	43179
080435001344	56.5	39.1	17.4	82.6	16	31171	46512	43844
080435001345	61.5	38.5	30.8	69.2	12	31853	45380	41218
080435001346	25.0	75.0	-1.0	92.9	19	-1	52520	51113
080435001347	50.0	50.0	16.7	83.3	14	31062	47324	44613
080435001552	-1.0	60.0	-1.0	80.0	9	-1	44347	42391
080435001656	44.7	55.3	18.4	81.6	14	31817	47656	44739
080435001657	59.4	40.6	43.8	56.3	9	32264	46612	40335
080435001691	51.9	48.1	11.1	88.9	18	32240	48244	46465
080435001707	-1.0	-1.0	75.0	-1.0	5	30667	-1	30750
080435001777	-1.0	71.4	0.0	100.0	17	-2	50419	50419
080435001850	88.9	-1.0	77.8	-1.0	6	33388	-1	34135
080438000630	82.1	17.9	46.4	53.6	10	33527	43884	39075
080438000631	70.6	29.4	23.5	76.5	12	32960	43413	40954
080438001368	45.5	54.5	27.3	72.7	15	33511	47355	43579
080438001909	-1.0	75.0	-1.0	75.0	12	-1	48762	44097
080441000633	61.5	38.5	35.9	64.1	11	33754	47025	42261
080441000634	36.4	63.6	21.2	78.8	16	32980	53042	48786
080441000635	52.2	47.8	43.5	56.5	13	33706	52440	44295
080441000636	51.4	48.6	40.5	59.5	12	33535	47634	41918
080441000637	66.7	33.3	43.3	56.7	11	32915	46135	40406
080441000638	51.6	48.4	45.2	54.8	12	32733	49438	41894
080441000639	50.0	50.0	33.3	66.7	14	32285	52592	45823
080441000640	59.7	40.3	31.3	68.7	13	33543	48322	43690
080441000641	45.2	54.8	25.8	74.2	15	33824	51829	47182
080441000642	41.9	58.1	27.9	72.1	17	33801	54393	48646
080441000644	69.6	30.4	47.8	52.2	9	34258	44542	39624
080441000645	76.2	23.8	47.6	52.4	10	32895	44672	39064
080441000646	42.3	57.7	15.4	84.6	19	31669	55226	51602
080441000647	58.6	41.4	27.6	72.4	12	32545	47354	43269
080441000648	48.0	52.0	28.0	72.0	16	34303	52585	47466
080441000649	60.0	40.0	32.0	68.0	13	33165	50525	44970
080441000650	54.2	45.8	33.3	66.7	15	33245	54627	47500
080441000651	0.0	100.0	-1.0	80.0	10	-1	38629	38969
080441000678	-1.0	60.0	-1.0	80.0	12	-1	47482	44041
080441001291	45.5	54.5	31.8	68.2	15	31944	54304	47190
080441001312	52.2	47.8	21.7	78.3	16	36346	51215	47983
080441001482	59.1	40.9	22.7	77.3	13	31310	47977	44189
080441001483	43.5	56.5	-1.0	95.7	19	-1	55213	54282
080441001614	76.9	21.2	51.9	48.1	7	27036	35458	31085
080441001615	33.3	66.7	-1.0	77.8	20	-1	51477	47267
080441001666	80.0	-1.0	60.0	-1.0	6	35438	-1	37754
080441001696	51.7	48.3	33.3	66.7	12	30776	37206	35062
080441001788	55.2	44.8	27.6	72.4	12	35168	46419	43315
080441001988	42.9	57.1	46.4	53.6	11	33269	53073	43878
080441001989	30.8	69.2	23.1	76.9	15	32088	54770	49536
080441001990	66.7	33.3	79.2	20.8	5	33161	48050	36263
080444000652	100.0	0.0	-1.0	75.0	14	-1	38525	35871
080444000653	80.0	-1.0	0.0	100.0	23	-2	39188	39188
080447000655	64.0	36.0	20.0	80.0	11	32592	36498	35717
080447000656	40.0	60.0	20.0	80.0	12	31782	38611	37245
080447001507	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
080447001599	27.0	73.0	10.8	89.2	16	32633	42872	41765
080447001600	30.0	70.0	0.0	100.0	15	-2	41028	41028
080447001601	-1.0	-1.0	-1.0	-1.0	9	-1	-1	37403
080447001689	-1.0	-1.0	0.0	-1.0	-1	-2	-1	-1
080450000660	72.7	27.3	-1.0	81.8	12	-1	37856	36805
080450000661	72.7	27.3	45.5	54.5	10	29998	37278	33969
080453000662	77.8	22.2	38.9	61.1	11	34693	41731	38994
080453000663	64.5	35.5	54.8	45.2	8	33637	42576	37674
080453000664	57.1	42.9	28.6	71.4	12	34298	48085	44145
080453000665	58.3	41.7	12.5	87.5	12	33370	44238	42880
080453000666	59.3	40.7	33.3	66.7	9	35335	39637	38203
080453000667	56.9	38.5	41.5	58.5	9	34499	43299	39644
080453000668	65.2	34.8	26.1	73.9	11	32650	43640	40773
080453000669	60.6	39.4	33.3	66.7	11	33929	44698	41108
080453000670	57.9	42.1	31.6	68.4	10	34713	43765	40907
080453000671	50.0	50.0	56.3	43.8	7	34613	45874	39540
080453000672	59.1	40.9	27.3	72.7	12	34204	48231	44405
080453001314	63.0	37.0	37.0	63.0	10	34097	43997	40330
080453001369	72.2	27.8	33.3	66.7	12	35923	47187	43432
080453001370	52.2	47.8	26.1	73.9	12	35307	46217	43371
080453001382	63.8	36.2	44.9	55.1	9	34532	45310	40468
080453001443	56.5	43.5	52.2	47.8	8	35494	44504	39803
080453001484	75.0	25.0	50.0	50.0	10	33243	44186	38714
080453001533	56.0	44.0	40.0	60.0	9	34687	44072	40318
080453001640	50.0	50.0	30.0	70.0	10	35820	42138	40243
080453001754	-1.0	-1.0	0.0	100.0	8	-2	35910	35910
080453001781	74.1	25.9	70.4	29.6	4	26758	29577	27593
080453001902	100.0	0.0	68.8	31.3	7	24655	25200	24825
080453001903	70.4	29.6	59.3	40.7	6	33956	43072	37670
080453001964	60.0	32.0	69.2	30.8	5	26975	25964	26663
080453001965	76.0	24.0	64.0	36.0	6	33861	42644	37023
080456000673	-1.0	87.5	0.0	100.0	20	-2	36454	36454
080456000674	-1.0	-1.0	-1.0	75.0	9	-1	33701	32486
080459000675	50.0	50.0	-1.0	91.7	15	-1	42066	41411
080459000676	50.0	50.0	-1.0	75.0	15	-1	42504	40008
080459001348	30.0	70.0	-1.0	80.0	15	-1	44770	42613
080462001969	62.5	37.5	-1.0	75.0	12	-1	33368	31776
080465000679	50.0	50.0	0.0	100.0	20	-2	41243	41243
080468000681	50.0	50.0	-1.0	83.3	16	-1	33347	32414
080468000682	85.7	-1.0	50.0	50.0	10	27757	31471	29614
080471000683	96.0	-1.0	24.0	76.0	18	33042	38411	37122
080471000684	78.3	21.7	34.8	65.2	12	34166	38849	37220
080474000685	83.3	-1.0	-1.0	66.7	12	-1	34050	31929
080474000686	100.0	0.0	0.0	100.0	10	-2	31929	31929
080474001978	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
080477000687	46.7	53.3	-1.0	93.3	15	-1	40511	39779
080477000688	55.6	44.4	-1.0	88.9	15	-1	38796	37767
080477000689	50.0	43.8	31.3	68.8	17	31036	38627	36255
080477001444	75.0	25.0	-1.0	83.3	17	-1	39392	38064
080477001911	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
080480000691	31.7	68.3	38.3	61.7	12	43727	57063	51951
080480000692	50.0	50.0	-1.0	88.9	11	-1	52339	50520
080480000693	50.0	50.0	27.3	72.7	11	36030	53938	49054
080480000694	46.3	53.8	28.8	71.3	12	33787	54980	48887
080480000695	35.4	64.6	22.8	77.2	13	35788	56869	52065
080480000696	51.0	49.0	25.5	74.5	14	34626	53887	48977
080480000697	46.2	53.8	31.9	68.1	11	37528	52004	47391
080480000698	21.2	78.8	9.1	90.9	16	36231	59831	57686
080480000699	41.2	58.8	-1.0	88.2	12	-1	54090	52226
080480000701	64.3	35.7	21.4	78.6	14	32586	52948	48584
080480000702	37.5	62.5	18.8	81.3	13	34203	54046	50325
080480000703	44.7	55.3	21.1	78.9	13	32557	54760	50086
080480000704	50.0	50.0	37.5	62.5	8	37249	46869	43261
080480000705	37.5	62.5	-1.0	87.5	20	-1	61101	57031
080480000706	29.4	70.6	-1.0	94.1	22	-1	64345	62617
080480000707	42.3	57.7	17.9	82.1	14	37073	55340	52061
080480000708	45.5	54.5	21.2	78.8	14	36327	54699	50802
080480000710	37.0	63.0	-1.0	92.6	13	-1	56424	54412
080480000711	51.6	48.4	25.8	74.2	12	37430	53376	49261
080480000712	73.3	26.7	40.0	60.0	8	36279	47969	43293
080480000713	41.7	58.3	27.8	72.2	12	37559	55396	50441
080480000714	50.0	50.0	31.8	68.2	13	39003	56868	51184
080480000716	46.9	53.1	34.4	65.6	12	40058	55245	50024
080480000717	60.7	39.3	39.3	60.7	12	31615	56255	46575
080480000718	58.1	41.9	45.2	54.8	10	37919	54195	46845
080480000719	44.2	55.8	23.3	76.7	13	37706	54258	50409
080480000720	35.5	64.5	16.1	83.9	14	36164	55330	52239
080480000721	50.0	50.0	29.2	70.8	11	35230	52290	47314
080480000722	31.3	68.8	31.3	68.8	12	34737	57138	50138
080480000724	42.1	57.9	-1.0	89.5	17	-1	57926	55148
080480000725	44.4	55.6	50.0	50.0	9	40737	55847	48292
080480000726	31.3	68.8	31.3	68.8	11	33824	58072	50495
080480000731	46.2	53.8	46.2	53.8	10	31677	58472	46105
080480000733	37.7	62.3	19.7	80.3	12	33312	55740	51328
080480000734	47.1	52.9	23.5	76.5	11	34716	51158	47290
080480000735	77.8	22.2	55.6	44.4	6	32707	46989	39055
080480000736	42.1	57.9	23.7	76.3	12	35476	55973	51119
080480000737	34.8	65.2	21.7	78.3	13	36194	54565	50571
080480000738	50.0	50.0	13.6	86.4	17	36428	57927	54995
080480000739	40.4	59.6	25.5	74.5	11	35649	51067	47130
080480000741	52.4	47.6	19.0	81.0	12	36242	55164	51559
080480000742	52.8	47.2	38.9	61.1	10	33559	56500	47579
080480000743	54.2	45.8	25.0	75.0	11	33063	52226	47435
080480000744	47.1	52.9	0.0	100.0	15	-2	52183	52183
080480000745	39.3	60.7	28.6	71.4	11	37410	53626	48993
080480000747	33.3	66.7	26.2	73.8	13	38597	56419	51751
080480000748	51.2	48.8	56.1	43.9	10	35024	57148	44737
080480000749	30.0	70.0	15.0	85.0	14	33777	56322	52940
080480000750	47.1	52.9	17.6	82.4	14	29873	57277	52441
080480000751	44.4	55.6	33.3	66.7	15	34889	61796	52827
080480000752	38.2	61.8	17.6	82.4	14	31851	52545	48893
080480000754	48.0	52.0	16.0	84.0	14	36213	52912	50240
080480000755	70.0	30.0	-1.0	90.0	11	-1	47715	46197
080480000756	26.3	73.7	26.3	73.7	17	37763	59802	54002
080480000757	51.9	48.1	18.5	81.5	14	29300	54492	49826
080480000758	64.0	36.0	24.0	76.0	9	33746	47750	44389
080480000759	59.0	41.0	12.8	87.2	15	34622	54391	51857
080480000760	44.8	55.2	37.9	62.1	9	35550	50926	45093
080480000762	42.1	57.9	15.8	84.2	11	33728	50587	47925
080480000765	50.0	50.0	-1.0	83.3	15	-1	55516	52804
080480000768	-1.0	88.9	0.0	100.0	14	-2	55817	55817
080480000769	46.7	53.3	-1.0	93.3	14	-1	53692	52281
080480000770	35.3	64.7	29.4	70.6	10	39361	51044	47608
080480000771	50.0	50.0	33.3	66.7	12	34513	56063	48880
080480000772	40.9	59.1	22.7	77.3	13	33510	56121	50982
080480000773	40.0	60.0	40.0	60.0	8	33966	52996	45384
080480000774	57.1	42.9	21.4	78.6	13	33919	54668	50222
080480000775	39.0	61.0	22.0	78.0	13	34847	55519	50981
080480000776	36.0	64.0	28.0	72.0	11	33089	56061	49629
080480000777	52.9	47.1	17.6	82.4	16	32823	58779	54198
080480000778	56.3	43.8	18.8	81.3	13	36250	50905	48157
080480000779	37.5	62.5	-1.0	87.5	10	-1	52377	49718
080480000780	70.0	30.0	35.0	65.0	13	33314	54112	46832
080480000781	25.9	74.1	-1.0	96.3	16	-1	57981	57354
080480000782	33.3	66.7	38.1	61.9	12	38262	58041	50506
080480000783	48.5	51.5	39.4	60.6	8	35339	45782	41668
080480000784	48.0	52.0	28.0	72.0	11	32070	54438	48175
080480000785	62.2	37.8	29.7	70.3	11	33486	50691	45576
080480000786	27.3	72.7	13.6	86.4	15	32967	56761	53517
080480000787	53.3	46.7	26.7	73.3	13	29685	61121	52738
080480000788	36.8	63.2	15.8	84.2	13	29115	56935	52542
080480000790	40.0	60.0	30.0	70.0	11	36367	52856	47909
080480000792	40.9	59.1	22.7	77.3	14	33567	58312	52688
080480000793	32.1	67.9	17.9	82.1	19	33738	61500	56543
080480000794	50.0	50.0	38.9	61.1	11	33721	54440	46383
080480000795	33.3	66.7	-1.0	97.2	15	-1	54410	54061
080480000796	37.5	62.5	37.5	62.5	9	33823	53639	46208
080480000797	28.9	34.2	36.8	63.2	12	51170	62881	58566
080480000798	48.0	52.0	16.0	84.0	13	35885	54001	51102
080480000799	37.5	62.5	18.8	81.3	11	38437	55165	52028
080480000800	52.9	47.1	17.6	82.4	16	33016	56546	52394
080480000801	48.3	51.7	31.0	69.0	8	31588	50935	44930
080480000802	46.9	53.1	34.4	65.6	9	34551	49149	44131
080480000803	35.8	64.2	34.3	65.7	10	36117	55763	49019
080480000804	62.5	37.5	25.0	75.0	9	36421	47997	45103
080480000805	26.1	73.9	-1.0	91.3	15	-1	57296	55514
080480000806	27.8	72.2	16.7	83.3	14	29115	55592	51180
080480000913	40.0	60.0	20.0	80.0	14	34204	58370	53537
080480000964	37.0	63.0	15.2	84.8	13	37978	54707	52161
080480000975	81.0	19.0	-1.0	90.5	15	-1	32742	31195
080480000988	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1
080480000991	42.9	57.1	23.8	76.2	13	30997	56595	50501
080480001006	32.3	67.7	29.0	71.0	14	33110	60810	52768
080480001009	36.4	63.6	31.8	68.2	11	33762	56094	48989
080480001028	33.3	66.7	29.6	70.4	14	35821	57484	51066
080480001036	85.7	14.3	51.4	48.6	8	28831	29813	29308
080480001044	40.0	60.0	32.0	68.0	13	38927	56096	50602
080480001054	34.9	65.1	18.6	81.4	13	36517	56279	52602
080480001056	64.3	35.7	14.3	85.7	13	36286	52424	50119
080480001283	45.7	54.3	34.3	65.7	13	41373	56793	51506
080480001315	27.3	72.7	24.2	75.8	13	36589	55231	50712
080480001316	37.5	62.5	12.5	87.5	15	30827	55251	52198
080480001317	33.3	66.7	28.6	71.4	11	38182	53575	49177
080480001349	50.0	50.0	-1.0	87.5	19	-1	59370	55695
080480001350	42.1	57.9	26.3	73.7	15	30387	59377	51748
080480001372	32.1	67.9	21.4	78.6	15	36666	59298	54449
080480001383	42.6	57.4	27.7	72.3	12	35439	57149	51130
080480001384	23.1	76.9	15.4	84.6	13	34062	57234	53669
080480001385	30.3	69.7	21.2	78.8	14	34553	58080	53089
080480001395	55.2	44.8	24.1	75.9	12	36352	54062	49787
080480001446	63.2	36.8	31.6	68.4	9	32349	51674	45571
080480001447	46.2	53.8	23.1	76.9	16	36340	58949	53731
080480001448	37.0	63.0	22.2	77.8	13	36726	55652	51446
080480001450	65.4	34.6	19.2	80.8	12	35137	51330	48216
080480001451	52.0	48.0	20.0	80.0	13	34671	54924	50873
080480001486	54.2	45.8	16.7	83.3	10	30684	51071	47673
080480001487	40.8	59.2	30.3	69.7	12	37438	56050	50417
080480001500	44.4	55.6	-1.0	88.9	13	-1	49469	47976
080480001508	78.6	14.3	50.0	50.0	7	27279	30049	28664
080480001542	48.9	51.1	14.9	85.1	14	36555	52901	50467
080480001543	44.7	55.3	31.6	68.4	11	34096	52952	46997
080480001544	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
080480001546	55.0	45.0	-1.0	90.0	12	-1	52496	50726
080480001548	48.3	51.7	17.2	82.8	9	37642	49112	47134
080480001549	41.9	58.1	16.1	83.9	13	38234	54913	52223
080480001603	60.0	40.0	26.7	73.3	11	32647	51417	46412
080480001605	80.0	20.0	43.6	56.4	7	19166	17962	18487
080480001606	-1.0	66.7	83.3	-1.0	6	33349	-1	31921
080480001607	76.2	14.3	28.6	71.4	13	23573	33308	30527
080480001649	57.1	28.6	28.6	71.4	14	34816	28136	30044
080480001746	56.3	43.8	18.8	81.3	14	32967	55561	51325
080480001766	69.6	21.7	30.4	69.6	8	23232	30292	28143
080480001797	38.7	61.3	33.9	66.1	11	33110	55638	48008
080480001807	50.0	26.9	69.2	30.8	5	25436	35474	28525
080480001812	68.2	22.7	45.5	54.5	9	26467	23493	24844
080480001907	30.8	69.2	53.8	46.2	8	32620	52615	41849
080480001919	55.0	45.0	35.0	65.0	9	32254	50061	43828
080480001920	45.5	36.4	72.7	27.3	3	24749	31897	26698
080480001921	71.4	-1.0	42.9	57.1	6	26854	32838	30273
080480001922	60.0	40.0	46.7	53.3	6	26301	40265	33748
080480001970	30.3	69.7	15.2	84.8	13	37106	55027	52312
080480001971	50.0	50.0	30.0	70.0	12	38676	55671	50573
080480006163	29.2	70.8	-1.0	91.7	18	-1	58254	56855
080480006164	27.8	72.2	-1.0	88.9	14	-1	57782	55167
080480006256	-1.0	83.3	33.3	66.7	9	36777	52341	47153
080480006257	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
080483000807	53.8	46.2	38.5	61.5	14	34514	48635	43204
080483000808	51.7	48.3	51.7	48.3	10	31468	47483	39199
080483000809	66.7	33.3	39.4	60.6	11	36138	42075	39736
080483000810	59.4	40.6	37.5	62.5	12	38535	44190	42070
080483001911	48.1	51.9	44.4	55.6	11	33576	47917	41543
080483002029	63.6	36.4	63.6	36.4	8	28491	30864	29354
080486000811	33.3	66.7	0.0	100.0	20	-2	41373	41373
080486000813	-1.0	66.7	0.0	100.0	22	-2	40367	40367
080489000814	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
080489000815	100.0	0.0	75.0	-1.0	10	30081	-1	30971
080489001979	66.7	-1.0	-1.0	83.3	8	-1	38454	35825
080492000816	72.7	27.3	54.5	45.5	7	31571	39432	35144
080492000817	80.0	20.0	65.0	35.0	8	31208	42384	35119
080492000819	53.1	46.9	34.4	65.6	13	33511	43335	39958
080492001760	85.7	-1.0	-1.0	71.4	7	-1	32593	31281
080492002025	73.9	21.7	60.9	39.1	8	31479	41722	35487
080492002026	95.5	-1.0	81.8	18.2	5	31929	38387	33103
080495000820	75.0	25.0	15.6	84.4	16	28164	38361	36767
080495000821	55.0	45.0	25.0	75.0	15	29121	40809	37887
080495001697	69.2	30.8	46.2	53.8	12	28648	37220	33264
080498000822	-1.0	-1.0	0.0	100.0	21	-2	27815	27815
080498000823	80.0	-1.0	0.0	100.0	21	-2	29758	29758
080501000824	100.0	0.0	40.0	60.0	10	27550	37250	33370
080501000825	75.0	-1.0	37.5	62.5	11	28633	35340	32825
080501001587	100.0	0.0	60.0	-1.0	6	27800	-1	28980
080504000826	66.7	-1.0	0.0	100.0	16	-2	34479	34479
080504000827	100.0	0.0	-1.0	60.0	17	-1	37017	33390
080507000828	81.3	18.8	-1.0	87.5	15	-1	37556	36704
080507000829	83.3	-1.0	-1.0	66.7	11	-1	35348	33861
080507000830	72.7	27.3	45.5	54.5	13	33502	37863	35881
080510000842	93.8	-1.0	37.5	62.5	10	32070	41328	37856
080510000843	72.0	24.0	24.0	76.0	13	32483	39904	38123
080510000844	64.7	35.3	17.6	82.4	16	31863	41813	40057
080510000845	83.3	16.7	22.2	77.8	12	31605	39554	37788
080510001452	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
080513000849	69.6	30.4	21.7	78.3	14	30963	38166	36600
080513000850	75.9	24.1	24.1	75.9	12	28018	36798	34679
080513001974	52.2	43.5	30.4	69.6	13	28700	39273	36055
080513001975	60.0	40.0	24.0	76.0	17	28822	39504	36940
080516000853	87.5	-1.0	0.0	100.0	14	-2	34281	34281
080516000854	77.8	-1.0	55.6	44.4	6	29500	35722	32265
080519000855	58.3	41.7	58.3	41.7	8	27870	34350	30570
080519000857	66.7	33.3	44.4	55.6	9	27142	33974	30938
080519000859	81.3	18.8	43.8	56.3	11	26667	36280	32074
080519001550	75.0	-1.0	50.0	50.0	9	27968	32033	30001
080522000860	100.0	0.0	-1.0	60.0	10	-1	30765	29303
080522000861	56.5	43.5	21.7	78.3	15	28969	38728	36607
080522000862	66.7	33.3	25.9	74.1	14	29645	37959	35803
080522000863	53.3	46.7	-1.0	86.7	19	-1	39509	38039
080522000864	50.0	50.0	16.7	83.3	21	30185	39559	37997
080522000865	58.8	41.2	-1.0	88.2	15	-1	38518	37395
080522001983	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
080525000866	81.8	18.2	40.9	59.1	11	27030	35336	31938
080525000867	75.0	-1.0	-1.0	75.0	18	-1	38410	35567
080525000868	50.0	50.0	-1.0	66.7	12	-1	36236	33397
080528000870	87.5	-1.0	-1.0	93.8	15	-1	36616	36146
080528000871	83.3	16.7	16.7	83.3	13	30412	35639	34768
